customer_id,age,gender,city,tenure_months,plan_type,monthly_charges,contract_type,payment_method,monthly_usage,login_frequency,support_tickets,avg_session_duration,churn
CUST_0259,23,Female,Miami,57,Standard,54.34,Month-to-Month,Bank Transfer,409.3,10,0,6.0,0
CUST_0260,33,Female,Houston,23,Basic,103.46,Month-to-Month,Credit Card,368.3,10,1,53.9,0
CUST_0261,46,Female,Miami,48,Premium,113.55,Month-to-Month,Credit Card,135.7,16,1,17.5,0
CUST_0262,20,Male,Houston,22,Premium,38.57,Month-to-Month,Electronic Check,215.0,29,1,56.1,0
CUST_0263,37,Male,Houston,17,Basic,57.25,Month-to-Month,Bank Transfer,97.6,7,0,44.5,1
CUST_0264,53,Female,Houston,69,Premium,112.86,Month-to-Month,Mailed Check,332.7,28,0,46.9,0
CUST_0265,36,Male,Houston,11,Standard,26.18,Two Year,Credit Card,104.6,5,2,16.1,0
CUST_0266,43,Female,Houston,15,Basic,29.24,Two Year,Electronic Check,493.7,23,3,17.9,1
CUST_0267,20,Female,Los Angeles,35,Basic,36.28,One Year,Bank Transfer,401.3,3,1,33.7,0
CUST_0268,36,Male,New York,33,Basic,79.52,Month-to-Month,Credit Card,225.6,18,2,14.5,0
CUST_0269,37,Male,Chicago,16,Premium,35.05,Month-to-Month,Bank Transfer,310.4,11,1,21.8,0
CUST_0270,49,Male,New York,34,Basic,116.81,Month-to-Month,Bank Transfer,460.1,15,2,22.7,1
CUST_0271,24,Female,Houston,66,Basic,64.67,One Year,Credit Card,299.3,21,1,13.8,1
CUST_0272,69,Male,Los Angeles,40,Basic,70.15,Two Year,Credit Card,128.5,20,2,16.3,1
CUST_0273,58,Female,Miami,28,Premium,44.67,Month-to-Month,Credit Card,220.4,5,1,48.4,1
CUST_0274,50,Female,Los Angeles,47,Standard,67.1,Month-to-Month,Bank Transfer,429.4,24,1,14.2,0
CUST_0275,57,Female,Houston,39,Basic,86.19,One Year,Bank Transfer,339.9,12,2,6.6,0
CUST_0276,56,Male,Los Angeles,70,Standard,95.12,Month-to-Month,Electronic Check,342.8,4,2,39.6,0
CUST_0277,35,Male,Los Angeles,20,Premium,95.39,Month-to-Month,Mailed Check,440.1,15,2,58.7,0
CUST_0278,57,Female,Houston,1,Premium,77.79,One Year,Bank Transfer,452.3,9,1,23.2,0
CUST_0279,18,Male,Los Angeles,63,Premium,110.44,One Year,Mailed Check,463.9,7,1,11.5,0
CUST_0280,28,Male,Chicago,67,Premium,101.74,Month-to-Month,Credit Card,92.7,10,0,36.4,0
CUST_0281,45,Male,Chicago,4,Standard,95.7,Month-to-Month,Bank Transfer,294.9,29,2,54.8,1
CUST_0282,42,Female,Los Angeles,58,Basic,25.56,Two Year,Electronic Check,383.2,28,3,48.1,0
CUST_0283,67,Female,Miami,25,Premium,20.69,Month-to-Month,Electronic Check,390.6,23,1,39.2,0
CUST_0284,40,Male,Houston,47,Premium,41.24,Month-to-Month,Mailed Check,323.0,13,1,22.3,0
CUST_0285,48,Female,Chicago,38,Standard,86.35,Month-to-Month,Credit Card,125.1,29,0,34.8,0
CUST_0286,47,Male,Miami,15,Standard,61.12,Month-to-Month,Mailed Check,408.8,8,0,10.0,0
CUST_0287,59,Male,Los Angeles,63,Premium,60.24,Month-to-Month,Credit Card,374.1,12,0,42.3,0
CUST_0288,52,Male,Miami,21,Basic,108.46,Two Year,Electronic Check,88.8,22,0,44.9,0
CUST_0289,24,Male,New York,57,Basic,109.56,Month-to-Month,Mailed Check,258.7,24,0,58.1,1
CUST_0290,33,Female,Chicago,53,Premium,110.92,Month-to-Month,Electronic Check,128.3,19,2,19.3,1
CUST_0291,43,Female,Los Angeles,46,Standard,51.39,One Year,Electronic Check,201.9,26,2,6.0,0
CUST_0292,65,Female,Houston,14,Premium,89.11,One Year,Credit Card,58.1,26,2,35.0,0
CUST_0293,69,Male,Los Angeles,17,Premium,47.16,Two Year,Mailed Check,230.1,1,1,43.9,0
CUST_0294,66,Male,Houston,39,Standard,39.06,Two Year,Mailed Check,297.4,16,1,48.5,1
CUST_0295,19,Male,Los Angeles,9,Premium,38.46,Month-to-Month,Electronic Check,328.8,22,1,15.7,0
CUST_0296,18,Female,Miami,6,Premium,54.21,One Year,Electronic Check,348.6,17,1,19.4,0
CUST_0297,65,Male,Miami,23,Premium,63.0,Month-to-Month,Credit Card,426.3,25,0,33.2,1
CUST_0298,29,Female,Miami,59,Standard,103.09,Two Year,Bank Transfer,147.0,18,2,23.2,0
CUST_0299,22,Female,New York,46,Basic,31.99,Month-to-Month,Bank Transfer,104.2,11,1,52.3,0
CUST_0300,54,Female,Houston,38,Basic,93.49,Two Year,Electronic Check,433.2,18,0,31.1,0
CUST_0301,49,Female,Miami,14,Standard,73.15,One Year,Bank Transfer,120.5,7,0,49.0,0
CUST_0302,26,Female,New York,62,Basic,48.79,Month-to-Month,Bank Transfer,488.6,18,1,36.9,0
CUST_0303,58,Female,Houston,35,Premium,69.28,One Year,Bank Transfer,429.1,26,0,47.5,0
CUST_0304,52,Male,Los Angeles,19,Basic,49.99,Two Year,Bank Transfer,275.4,8,1,23.3,1
CUST_0305,36,Male,New York,30,Premium,79.61,Two Year,Electronic Check,491.6,6,1,50.7,0
CUST_0306,65,Female,Chicago,25,Basic,63.38,Month-to-Month,Bank Transfer,93.8,7,2,20.1,0
CUST_0307,33,Female,New York,40,Standard,36.44,One Year,Bank Transfer,186.4,23,1,35.0,0
CUST_0308,20,Male,New York,14,Basic,31.66,Month-to-Month,Credit Card,337.2,22,1,16.8,1
CUST_0309,37,Female,Houston,26,Basic,74.67,Month-to-Month,Electronic Check,207.5,10,0,31.2,0
CUST_0310,41,Female,Los Angeles,22,Basic,110.24,Month-to-Month,Mailed Check,467.8,11,2,22.5,0
CUST_0311,50,Male,Chicago,48,Standard,54.4,Month-to-Month,Mailed Check,79.5,25,1,19.7,0
CUST_0312,41,Female,Miami,51,Basic,93.3,Two Year,Credit Card,297.2,13,2,58.2,1
CUST_0313,69,Female,Miami,3,Standard,85.87,Month-to-Month,Credit Card,315.9,9,2,13.8,0
CUST_0314,28,Female,New York,42,Premium,113.16,Two Year,Electronic Check,343.7,7,0,48.3,0
CUST_0315,66,Male,Houston,19,Basic,102.1,Month-to-Month,Mailed Check,165.0,9,3,59.1,0
CUST_0316,25,Male,Houston,28,Standard,76.66,Month-to-Month,Bank Transfer,214.1,13,0,6.1,1
CUST_0317,53,Male,Miami,45,Standard,85.7,Month-to-Month,Credit Card,429.7,26,2,43.4,0
CUST_0318,55,Female,Chicago,71,Basic,109.84,Month-to-Month,Mailed Check,137.7,3,1,18.9,0
CUST_0319,57,Female,Los Angeles,63,Premium,59.95,Month-to-Month,Electronic Check,422.1,3,1,7.2,1
CUST_0320,37,Male,Chicago,19,Standard,52.68,Month-to-Month,Bank Transfer,303.2,1,5,27.2,1
CUST_0321,52,Female,Los Angeles,47,Basic,21.08,One Year,Electronic Check,393.0,21,2,56.4,0
CUST_0322,65,Female,Miami,14,Premium,102.66,Month-to-Month,Credit Card,371.1,20,2,5.6,1
CUST_0323,42,Female,Los Angeles,38,Standard,100.1,Month-to-Month,Mailed Check,143.4,2,1,37.3,0
CUST_0324,52,Female,Houston,53,Standard,30.45,Month-to-Month,Mailed Check,306.0,25,0,32.6,0
CUST_0325,42,Female,New York,61,Premium,77.69,Two Year,Mailed Check,440.5,3,1,53.0,1
CUST_0326,46,Male,New York,36,Premium,66.4,Two Year,Mailed Check,244.5,15,1,9.6,0
CUST_0327,35,Female,Miami,40,Basic,31.87,Month-to-Month,Bank Transfer,485.0,24,2,42.5,0
CUST_0328,63,Male,Houston,30,Basic,118.06,Month-to-Month,Bank Transfer,253.5,6,2,42.4,0
CUST_0329,35,Female,Chicago,9,Standard,41.47,Month-to-Month,Electronic Check,114.3,13,0,41.8,0
CUST_0330,19,Male,Houston,64,Premium,26.72,Two Year,Bank Transfer,225.2,21,3,56.8,0
CUST_0331,52,Female,New York,33,Premium,79.48,Month-to-Month,Credit Card,478.3,1,1,50.3,0
CUST_0332,33,Male,New York,52,Premium,93.89,Month-to-Month,Credit Card,193.9,20,0,7.3,1
CUST_0333,58,Female,Houston,14,Standard,23.24,Month-to-Month,Mailed Check,440.6,19,3,30.9,0
CUST_0334,53,Male,Houston,53,Premium,85.87,Month-to-Month,Credit Card,446.6,1,2,26.9,0
CUST_0335,50,Female,New York,59,Premium,73.23,Month-to-Month,Electronic Check,207.6,28,0,22.1,1
CUST_0336,21,Male,Chicago,41,Standard,30.33,One Year,Bank Transfer,87.5,21,0,29.8,0
CUST_0337,50,Female,Miami,68,Basic,37.25,Month-to-Month,Bank Transfer,376.1,22,3,26.1,0
CUST_0338,31,Male,Miami,68,Basic,76.8,One Year,Bank Transfer,190.2,2,0,28.8,0
CUST_0339,38,Male,Houston,8,Standard,49.64,Month-to-Month,Credit Card,402.3,15,4,58.9,0
CUST_0340,65,Female,Miami,2,Premium,113.83,Month-to-Month,Bank Transfer,249.2,14,2,9.9,0
CUST_0341,37,Female,New York,41,Standard,101.87,Two Year,Mailed Check,268.4,19,1,55.7,0
CUST_0342,25,Male,New York,55,Basic,118.36,Month-to-Month,Mailed Check,400.1,11,0,31.4,0
CUST_0343,24,Female,Houston,16,Basic,45.97,Two Year,Mailed Check,222.1,15,0,39.3,0
CUST_0344,20,Male,Houston,62,Standard,116.97,One Year,Credit Card,249.4,6,0,50.7,0
CUST_0345,34,Male,Houston,48,Standard,63.12,Month-to-Month,Bank Transfer,219.3,20,1,24.8,1
CUST_0346,50,Male,Chicago,30,Basic,54.75,Two Year,Credit Card,215.3,9,2,28.7,1
CUST_0347,65,Female,Miami,12,Standard,25.03,Month-to-Month,Bank Transfer,286.7,5,0,27.5,0
CUST_0348,29,Male,Houston,35,Basic,25.28,Two Year,Electronic Check,414.0,20,2,25.6,0
CUST_0349,68,Male,Los Angeles,11,Standard,89.2,Month-to-Month,Electronic Check,212.8,2,4,55.9,1
CUST_0350,39,Female,Los Angeles,64,Standard,65.79,Two Year,Credit Card,285.9,6,1,50.6,0
CUST_0351,39,Female,New York,50,Standard,42.65,Month-to-Month,Mailed Check,351.8,26,1,11.0,1
CUST_0352,63,Female,Miami,21,Basic,81.4,One Year,Credit Card,171.2,18,1,10.9,0
CUST_0353,47,Female,Houston,69,Standard,45.29,One Year,Mailed Check,174.9,28,4,28.5,1
CUST_0354,55,Male,Los Angeles,48,Basic,77.76,Two Year,Bank Transfer,470.0,29,3,10.4,0
CUST_0355,55,Male,Miami,20,Basic,55.92,Two Year,Mailed Check,375.6,23,2,39.1,0
CUST_0356,62,Male,New York,67,Standard,102.36,Two Year,Mailed Check,309.7,19,3,12.9,0
CUST_0357,68,Male,Chicago,44,Standard,102.07,Two Year,Bank Transfer,341.5,9,4,33.7,0
CUST_0358,25,Female,Miami,33,Basic,67.74,Month-to-Month,Electronic Check,63.2,27,3,5.4,0
CUST_0359,44,Male,Miami,61,Basic,55.08,Month-to-Month,Bank Transfer,328.1,21,2,22.4,0
CUST_0360,44,Male,Chicago,9,Premium,56.26,Month-to-Month,Credit Card,279.3,24,1,42.2,1
CUST_0361,51,Female,Miami,68,Basic,100.57,Month-to-Month,Credit Card,295.6,27,1,31.6,0
CUST_0362,38,Male,New York,35,Premium,52.82,Month-to-Month,Credit Card,211.7,6,0,58.8,0
CUST_0363,47,Male,New York,65,Premium,40.91,One Year,Credit Card,86.7,14,1,53.1,0
CUST_0364,50,Male,Chicago,8,Premium,28.47,Month-to-Month,Credit Card,137.0,28,1,24.7,0
CUST_0365,45,Male,Houston,45,Standard,66.67,One Year,Electronic Check,477.8,26,2,7.5,0
CUST_0366,64,Male,Los Angeles,47,Standard,68.21,Month-to-Month,Electronic Check,233.9,24,2,51.5,0
CUST_0367,50,Male,Houston,40,Basic,104.09,Month-to-Month,Mailed Check,260.0,29,0,55.1,0
CUST_0368,22,Female,Miami,54,Premium,42.12,One Year,Credit Card,73.7,13,1,50.1,0
CUST_0369,65,Female,Los Angeles,46,Standard,58.1,One Year,Bank Transfer,66.9,11,2,12.0,0
CUST_0370,36,Male,Chicago,47,Standard,100.84,One Year,Credit Card,372.7,12,0,59.9,0
CUST_0371,21,Male,Chicago,15,Standard,102.36,One Year,Electronic Check,292.1,19,1,19.2,0
CUST_0372,52,Female,Los Angeles,19,Standard,58.46,Month-to-Month,Credit Card,278.9,19,1,44.8,0
CUST_0373,66,Male,New York,26,Standard,65.91,One Year,Electronic Check,159.4,21,0,54.9,1
CUST_0374,34,Male,Los Angeles,52,Premium,50.33,Month-to-Month,Mailed Check,385.1,27,2,18.0,0
CUST_0375,61,Male,Miami,22,Premium,113.26,Month-to-Month,Mailed Check,125.7,26,2,55.0,0
CUST_0376,45,Female,New York,21,Premium,31.86,Month-to-Month,Mailed Check,135.5,19,1,22.0,0
CUST_0377,47,Male,Chicago,51,Premium,113.37,Month-to-Month,Electronic Check,257.3,24,1,58.7,0
CUST_0378,46,Female,Los Angeles,38,Basic,88.39,Month-to-Month,Credit Card,178.8,26,5,20.5,0
CUST_0379,63,Male,Houston,20,Premium,73.16,Two Year,Credit Card,161.4,13,4,57.4,0
CUST_0380,23,Female,Houston,29,Standard,23.27,Two Year,Bank Transfer,340.4,28,2,7.9,1
CUST_0381,52,Female,Miami,51,Premium,67.56,Month-to-Month,Electronic Check,342.9,14,0,44.0,1
CUST_0382,58,Male,Houston,4,Basic,60.77,Month-to-Month,Bank Transfer,421.0,24,1,34.3,1
CUST_0383,54,Female,Los Angeles,55,Standard,36.12,Month-to-Month,Mailed Check,238.0,18,1,31.3,0
CUST_0384,41,Male,Los Angeles,71,Premium,85.64,Month-to-Month,Credit Card,82.9,12,2,17.3,0
CUST_0385,46,Female,Houston,28,Premium,117.12,Two Year,Electronic Check,173.1,4,0,43.8,0
CUST_0386,66,Male,Los Angeles,4,Premium,76.22,Month-to-Month,Bank Transfer,491.0,10,0,15.5,1
CUST_0387,63,Male,Miami,22,Standard,91.48,One Year,Bank Transfer,318.3,29,3,35.4,0
CUST_0388,48,Female,New York,45,Standard,26.85,Month-to-Month,Bank Transfer,369.4,17,1,18.9,0
CUST_0389,52,Male,Miami,67,Basic,61.77,Two Year,Credit Card,53.3,4,1,57.6,0
CUST_0390,50,Male,Miami,66,Standard,31.64,Month-to-Month,Credit Card,283.2,12,0,6.6,0
CUST_0391,69,Female,Los Angeles,34,Standard,81.28,One Year,Credit Card,66.9,13,1,16.0,1
CUST_0392,38,Male,New York,55,Premium,113.85,Month-to-Month,Electronic Check,306.2,29,2,18.3,0
CUST_0393,49,Male,Los Angeles,1,Standard,86.18,One Year,Credit Card,464.3,27,0,27.8,0
CUST_0394,40,Female,Chicago,38,Premium,27.68,Month-to-Month,Electronic Check,485.8,29,1,17.8,0
CUST_0395,50,Female,Los Angeles,6,Premium,55.47,Month-to-Month,Bank Transfer,293.2,4,2,32.0,1
CUST_0396,20,Male,Los Angeles,25,Standard,75.07,Two Year,Bank Transfer,256.2,10,1,53.0,0
CUST_0397,35,Male,Los Angeles,17,Basic,60.32,Two Year,Mailed Check,475.3,25,2,44.2,1
CUST_0398,42,Female,New York,61,Basic,103.36,Two Year,Credit Card,353.1,3,0,36.9,0
CUST_0399,59,Female,Los Angeles,12,Standard,101.47,One Year,Bank Transfer,79.2,15,2,9.9,1
CUST_0400,48,Male,New York,6,Basic,81.18,Two Year,Credit Card,259.6,2,3,43.2,0
CUST_0401,20,Female,Houston,27,Premium,57.35,Month-to-Month,Electronic Check,158.1,25,2,14.2,0
CUST_0402,57,Male,Chicago,8,Premium,45.53,Month-to-Month,Bank Transfer,261.4,25,3,48.3,0
CUST_0403,63,Male,New York,65,Standard,30.59,Month-to-Month,Credit Card,255.0,17,3,18.8,0
CUST_0404,41,Male,Houston,57,Basic,55.49,One Year,Bank Transfer,312.0,6,3,27.9,0
CUST_0405,67,Male,New York,40,Basic,61.32,Month-to-Month,Bank Transfer,210.5,26,2,24.3,1
CUST_0406,49,Male,New York,14,Premium,87.58,Month-to-Month,Credit Card,123.9,8,1,52.2,0
CUST_0407,64,Female,Chicago,35,Standard,85.82,One Year,Bank Transfer,276.7,3,0,12.0,0
CUST_0408,39,Female,Miami,48,Basic,27.01,Two Year,Bank Transfer,423.6,27,0,36.1,0
CUST_0409,40,Female,Miami,56,Standard,59.53,Month-to-Month,Bank Transfer,348.8,25,1,12.8,0
CUST_0410,19,Female,New York,49,Basic,38.18,Month-to-Month,Bank Transfer,202.3,18,0,43.8,1
CUST_0411,44,Male,Los Angeles,13,Premium,35.68,Month-to-Month,Electronic Check,471.0,22,2,54.8,0
CUST_0412,59,Male,Houston,61,Premium,102.73,Month-to-Month,Bank Transfer,460.5,1,3,28.9,1
CUST_0413,19,Male,Los Angeles,49,Standard,24.19,Month-to-Month,Mailed Check,144.2,29,2,31.8,1
CUST_0414,43,Male,Los Angeles,46,Premium,61.92,One Year,Bank Transfer,67.7,16,2,56.0,0
CUST_0415,34,Female,New York,62,Basic,36.82,One Year,Credit Card,383.6,7,1,33.7,0
CUST_0416,57,Male,New York,8,Premium,107.93,One Year,Mailed Check,422.4,3,0,31.8,1
CUST_0417,50,Male,New York,43,Standard,75.7,Month-to-Month,Electronic Check,485.5,23,1,36.8,0
CUST_0418,26,Female,New York,20,Standard,43.14,Two Year,Mailed Check,450.4,4,2,42.9,0
CUST_0419,60,Female,Miami,39,Standard,70.24,Month-to-Month,Mailed Check,320.2,9,3,10.9,0
CUST_0420,65,Female,New York,49,Basic,93.15,Month-to-Month,Mailed Check,288.5,5,1,50.2,0
CUST_0421,56,Female,Miami,64,Basic,115.81,Two Year,Credit Card,62.5,19,1,29.0,1
CUST_0422,46,Male,Miami,62,Basic,42.04,Month-to-Month,Credit Card,161.0,15,1,9.0,0
CUST_0423,59,Male,New York,54,Basic,108.62,Month-to-Month,Credit Card,256.8,8,1,48.2,0
CUST_0424,43,Female,Chicago,9,Basic,113.43,Two Year,Electronic Check,332.8,6,2,25.7,1
CUST_0425,52,Male,Houston,37,Premium,111.64,Month-to-Month,Credit Card,300.8,18,0,10.5,1
CUST_0426,67,Male,Los Angeles,49,Basic,83.54,One Year,Credit Card,384.2,19,3,39.9,0
CUST_0427,42,Male,Miami,41,Basic,82.98,Month-to-Month,Mailed Check,175.9,24,2,53.4,1
CUST_0428,41,Female,Houston,17,Premium,60.32,One Year,Credit Card,304.2,15,2,53.8,0
CUST_0429,30,Male,Chicago,21,Basic,95.24,Month-to-Month,Bank Transfer,89.7,26,1,57.7,1
CUST_0430,24,Female,Los Angeles,51,Standard,73.13,Month-to-Month,Credit Card,236.1,7,2,52.7,0
CUST_0431,53,Male,Los Angeles,59,Basic,87.74,One Year,Electronic Check,387.6,10,3,5.1,0
CUST_0432,62,Male,Miami,39,Basic,62.85,Month-to-Month,Electronic Check,362.0,6,1,25.9,0
CUST_0433,37,Male,New York,55,Standard,93.15,Month-to-Month,Bank Transfer,495.8,14,3,50.0,0
CUST_0434,18,Female,Chicago,41,Standard,102.45,Month-to-Month,Electronic Check,175.1,17,0,25.1,1
CUST_0435,25,Male,Miami,39,Standard,34.64,Month-to-Month,Electronic Check,274.2,9,3,38.1,0
CUST_0436,63,Female,Chicago,13,Standard,103.29,Month-to-Month,Mailed Check,198.3,19,3,38.3,1
CUST_0437,33,Female,New York,64,Basic,74.03,Month-to-Month,Bank Transfer,248.3,5,2,25.1,1
CUST_0438,31,Female,New York,11,Standard,104.47,Two Year,Mailed Check,435.6,23,1,54.7,0
CUST_0439,29,Male,Miami,19,Standard,63.13,Month-to-Month,Mailed Check,357.9,7,1,32.7,1
CUST_0440,68,Male,New York,11,Premium,57.9,Month-to-Month,Credit Card,447.1,19,2,30.6,0
CUST_0441,40,Male,Houston,46,Standard,111.51,Month-to-Month,Bank Transfer,141.6,20,1,59.9,1
CUST_0442,32,Male,Los Angeles,45,Standard,45.12,Month-to-Month,Credit Card,443.0,26,3,32.1,0
CUST_0443,45,Female,Miami,1,Premium,104.42,Two Year,Credit Card,76.9,7,4,14.8,1
CUST_0444,51,Female,Chicago,40,Premium,68.4,Month-to-Month,Mailed Check,449.9,24,3,33.2,0
CUST_0445,19,Female,Houston,19,Basic,71.41,Two Year,Electronic Check,198.1,2,1,49.8,0
CUST_0446,49,Male,Miami,61,Premium,50.85,Month-to-Month,Bank Transfer,191.6,25,1,47.7,0
CUST_0447,40,Female,New York,12,Basic,77.3,One Year,Electronic Check,280.4,23,1,48.4,0
CUST_0448,39,Male,New York,61,Premium,52.52,One Year,Mailed Check,473.3,16,1,43.9,1
CUST_0449,68,Female,New York,33,Premium,23.93,Two Year,Mailed Check,71.5,13,1,19.0,0
CUST_0450,42,Male,New York,45,Basic,47.2,One Year,Mailed Check,208.5,8,1,52.4,0
CUST_0451,39,Male,Chicago,69,Premium,20.64,One Year,Mailed Check,435.5,6,1,54.1,0
CUST_0452,39,Female,Houston,8,Basic,117.84,Month-to-Month,Mailed Check,228.2,6,1,15.7,0
CUST_0453,66,Female,Los Angeles,25,Premium,116.57,Month-to-Month,Mailed Check,139.6,9,4,12.2,0
CUST_0454,69,Female,Chicago,46,Standard,59.52,Two Year,Electronic Check,241.2,4,0,58.7,1
CUST_0455,59,Female,Chicago,30,Premium,92.84,Month-to-Month,Credit Card,223.5,27,3,52.8,1
CUST_0456,23,Male,Los Angeles,47,Basic,54.58,Month-to-Month,Electronic Check,461.9,11,1,54.1,0
CUST_0457,32,Female,Los Angeles,49,Premium,87.11,One Year,Bank Transfer,392.9,5,2,53.8,0
CUST_0458,60,Female,New York,47,Basic,100.54,Month-to-Month,Electronic Check,277.3,25,2,34.8,0
CUST_0459,54,Female,Chicago,18,Basic,114.68,Two Year,Mailed Check,494.8,17,1,40.6,0
CUST_0460,50,Male,Miami,66,Standard,60.02,One Year,Electronic Check,259.4,20,1,35.0,0
CUST_0461,25,Male,Los Angeles,68,Standard,98.33,One Year,Credit Card,76.2,7,3,7.8,1
CUST_0462,61,Female,Los Angeles,33,Basic,46.59,Two Year,Bank Transfer,168.0,27,1,46.0,0
CUST_0463,61,Male,Houston,36,Premium,119.03,Month-to-Month,Electronic Check,246.2,15,1,32.8,1
CUST_0464,22,Female,Miami,19,Basic,22.58,Month-to-Month,Credit Card,120.6,25,1,40.6,0
CUST_0465,56,Male,Miami,28,Basic,80.35,Month-to-Month,Electronic Check,476.4,15,0,32.6,0
CUST_0466,21,Male,Los Angeles,40,Premium,85.95,Month-to-Month,Bank Transfer,395.1,14,0,32.0,0
CUST_0467,23,Male,New York,15,Premium,88.8,One Year,Electronic Check,170.7,13,1,14.4,0
CUST_0468,62,Male,Houston,41,Premium,32.04,Two Year,Mailed Check,315.9,11,2,20.3,0
CUST_0469,49,Female,Miami,39,Premium,113.85,Month-to-Month,Electronic Check,374.7,28,1,13.7,1
CUST_0470,69,Female,Los Angeles,2,Basic,38.12,Month-to-Month,Credit Card,473.6,13,2,15.8,0
CUST_0471,47,Female,Miami,63,Basic,82.28,Two Year,Electronic Check,446.7,26,1,58.5,1
CUST_0472,64,Male,Houston,29,Standard,42.27,Month-to-Month,Credit Card,281.8,22,0,13.4,0
CUST_0473,52,Female,Houston,66,Basic,50.72,Month-to-Month,Bank Transfer,398.6,28,1,19.8,0
CUST_0474,57,Female,Chicago,51,Premium,74.65,Month-to-Month,Electronic Check,303.0,24,3,37.5,0
CUST_0475,69,Female,Los Angeles,10,Standard,61.72,Two Year,Bank Transfer,298.7,29,2,38.6,0
CUST_0476,33,Male,Houston,14,Premium,36.02,One Year,Bank Transfer,101.6,9,1,13.5,0
CUST_0477,30,Male,Chicago,51,Basic,37.09,One Year,Electronic Check,106.8,10,2,48.7,0
CUST_0478,67,Male,Chicago,39,Standard,61.81,Two Year,Credit Card,288.3,4,0,48.2,0
CUST_0479,59,Female,Miami,28,Premium,95.73,Month-to-Month,Bank Transfer,171.0,17,1,18.1,0
CUST_0480,47,Female,Miami,3,Standard,109.8,Month-to-Month,Bank Transfer,59.5,14,0,20.9,0
CUST_0481,36,Female,Chicago,70,Standard,28.41,Two Year,Electronic Check,375.3,24,1,56.6,0
CUST_0482,34,Male,Miami,27,Basic,59.31,Month-to-Month,Electronic Check,64.6,18,1,50.4,0
CUST_0483,36,Male,Houston,2,Premium,30.02,One Year,Electronic Check,317.9,11,2,43.4,1
CUST_0484,45,Female,New York,38,Standard,21.66,Two Year,Electronic Check,292.6,16,0,9.5,0
CUST_0485,43,Male,Houston,3,Standard,86.17,One Year,Electronic Check,486.0,1,2,28.0,1
CUST_0486,54,Male,Chicago,16,Premium,80.24,One Year,Mailed Check,267.9,29,0,35.8,0
CUST_0487,43,Male,Chicago,40,Standard,36.3,Two Year,Electronic Check,78.6,7,2,15.3,0
CUST_0488,40,Male,Houston,2,Standard,43.38,Two Year,Credit Card,298.3,28,1,29.7,0
CUST_0489,26,Female,Miami,41,Standard,22.37,Month-to-Month,Bank Transfer,428.5,10,1,38.1,1
CUST_0490,29,Male,Miami,12,Premium,103.49,Month-to-Month,Credit Card,498.6,9,1,23.0,0
CUST_0491,18,Male,Chicago,35,Premium,117.47,Month-to-Month,Credit Card,243.7,27,1,48.0,1
CUST_0492,18,Male,Los Angeles,65,Premium,33.55,One Year,Mailed Check,194.1,28,0,51.2,0
CUST_0493,64,Male,Miami,55,Premium,43.15,Month-to-Month,Electronic Check,458.0,28,1,22.8,0
CUST_0494,51,Female,Houston,45,Basic,106.84,One Year,Bank Transfer,136.1,25,2,51.1,0
CUST_0495,49,Female,Miami,62,Standard,112.65,Month-to-Month,Credit Card,326.9,3,0,10.7,0
CUST_0496,65,Male,Houston,49,Premium,61.96,One Year,Electronic Check,232.6,22,1,51.1,0
CUST_0497,42,Male,Chicago,25,Standard,25.06,Month-to-Month,Electronic Check,68.5,23,1,13.4,0
CUST_0498,57,Male,Miami,23,Standard,23.94,One Year,Mailed Check,206.3,14,1,9.6,0
CUST_0499,62,Male,Houston,24,Basic,77.39,One Year,Mailed Check,169.4,26,0,40.3,1
CUST_0500,18,Male,Chicago,38,Premium,59.29,Month-to-Month,Mailed Check,358.7,25,0,31.0,0
CUST_0501,33,Male,Los Angeles,28,Premium,22.87,Month-to-Month,Bank Transfer,477.0,15,0,54.9,1
CUST_0502,56,Female,Houston,21,Standard,78.33,One Year,Credit Card,170.6,2,2,25.0,0
CUST_0503,22,Male,Los Angeles,54,Premium,21.13,Month-to-Month,Mailed Check,415.2,24,0,20.8,0
CUST_0504,39,Female,Los Angeles,18,Standard,98.74,Month-to-Month,Mailed Check,74.9,14,3,32.5,1
CUST_0505,46,Female,New York,36,Standard,50.64,Two Year,Mailed Check,292.2,16,3,30.1,1
CUST_0506,20,Male,Miami,45,Basic,24.03,One Year,Credit Card,81.7,7,1,23.9,1
CUST_0507,29,Female,Houston,53,Basic,78.84,Two Year,Credit Card,470.3,4,1,43.2,0
CUST_0508,43,Female,Los Angeles,30,Basic,59.77,Month-to-Month,Mailed Check,394.9,18,2,46.8,0
CUST_0509,33,Female,New York,60,Standard,117.38,Month-to-Month,Mailed Check,346.1,24,2,51.9,0
CUST_0510,68,Female,Chicago,32,Premium,74.42,Two Year,Electronic Check,420.8,27,3,58.5,0
CUST_0511,54,Female,Houston,67,Basic,47.52,One Year,Mailed Check,341.4,5,3,19.7,0
CUST_0512,39,Female,Los Angeles,67,Premium,90.94,One Year,Bank Transfer,486.0,6,2,44.4,1
CUST_0513,46,Male,Miami,28,Basic,47.15,Month-to-Month,Bank Transfer,371.3,27,3,26.7,1
CUST_0514,31,Female,New York,44,Basic,110.42,Month-to-Month,Mailed Check,466.1,7,0,42.2,0
CUST_0515,45,Female,Los Angeles,41,Standard,57.47,Month-to-Month,Credit Card,282.7,15,1,31.2,0
