age,tenure_months,monthly_charges,monthly_usage,login_frequency,support_tickets,avg_session_duration,support_ticket_rate,clv_proxy,usage_to_cost_ratio,engagement_intensity,gender_Female,gender_Male,city_Chicago,city_Houston,city_Los Angeles,city_Miami,city_New York,plan_type_Basic,plan_type_Premium,plan_type_Standard,contract_type_Month-to-Month,contract_type_One Year,contract_type_Two Year,payment_method_Bank Transfer,payment_method_Credit Card,payment_method_Electronic Check,payment_method_Mailed Check,tenure_cohort_0-12m,tenure_cohort_13-24m,tenure_cohort_25-48m,tenure_cohort_49m+
0.56,-0.7058823529411765,-0.6122674710910001,0.1503109518288183,-0.13333333333333333,1.0,0.717153284671533,2.2162350962386235,-0.6635271569305877,1.0161629971340327,0.23814357793813096,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.04,-0.8823529411764706,0.3820010055304176,0.6828291346052493,-0.2,1.0,-0.08576642335766416,5.580721077547035,-0.6540263698253357,0.24944228853845685,0.7430118204638949,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.48,0.6764705882352942,0.31764705882352967,-0.1439865078528513,0.8,-1.0,-0.39598540145985395,-0.5875032215183863,1.1615164654604235,-0.27361575560455687,-0.35555705891230643,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.6,-0.9117647058823529,0.3641025641025644,-0.7781174238431539,-0.9333333333333333,1.0,0.4324817518248176,7.12277715231339,-0.6911863748019385,-0.7164117314895421,2.636462449251511,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.96,0.4411764705882353,-0.4537958773252888,-0.36281226942131345,-0.4666666666666667,1.0,-0.8667883211678832,0.029319208388155726,0.09762572862502852,0.02118157550909109,0.21142808778287991,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.24,0.29411764705882354,0.6553041729512318,0.05923895857489201,-0.8,2.0,0.8193430656934308,0.44053416165918374,1.0253302911621087,-0.27018645259236523,3.0900805678059764,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.68,-0.14705882352941177,-0.5378582202111611,0.21102561399810274,0.6,2.0,0.8558394160583943,0.9545528532479689,-0.3260024410030939,0.9240795115173697,-0.16979338908264804,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.96,-0.6176470588235294,-0.7266968325791852,0.2957731632760619,0.4666666666666667,0.0,-0.5748175182481751,0.5139654033147244,-0.650205490508981,1.633682832468062,-0.08414167250088453,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.36,-0.4411764705882353,0.5549522373051786,0.7296300200274061,0.0,1.0,0.9543795620437959,0.9545528532479689,-0.04784736224629858,0.16958604645165307,0.48339645082691923,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.04,-0.8529411764705882,-0.27320261437908466,0.3438389374934121,0.13333333333333333,0.0,-0.47992700729927007,1.9825902364255386,-0.6987294239582295,0.6102132359800073,0.1256003949208808,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.6,0.35294117647058826,-0.897435897435897,0.34847686307578785,0.6,-1.0,0.17335766423357665,-0.5875032215183863,-0.38461530552125284,2.710995565147151,-0.11477869166867635,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.16,-0.5,0.36490698843640035,-0.042373774638979705,-0.13333333333333333,-1.0,-0.760948905109489,-0.5875032215183863,-0.1962735116204702,-0.2240831192489261,0.09576481407865907,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.7647058823529411,-0.2557063851181496,0.25740486982186156,0.4,1.0,-0.3704379562043795,-0.08191106585728627,0.5493778732426374,0.49531669882911145,-0.07213145252524246,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.52,0.5588235294117647,0.01317244846656642,0.045325181827764315,-0.2,0.0,-0.4835766423357663,-0.3019372817468391,0.6877438818118539,0.03492481441649376,0.23269143709012058,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.24,-0.7941176470588235,-0.790849673202614,-0.5483292927163488,0.8666666666666667,0.0,-0.28649635036496346,1.3400668719395576,-0.7388301487531246,0.21770034783169925,-0.5067523837167772,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.14705882352941177,0.14731020613373585,-0.43195952355855394,-0.3333333333333333,3.0,-0.7645985401459853,0.9545528532479689,0.40333720288190567,-0.41793014956559055,-0.038264385510716856,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.08,-0.2647058823529412,0.33715434891905505,0.8493728259723833,-0.13333333333333333,1.0,-0.833941605839416,0.5986937590711177,0.07173916843435468,0.394343885127347,0.7546949794239174,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.16,-0.08823529411764706,0.16078431372549054,0.8527458627595658,-0.6666666666666666,1.0,-0.7354014598540146,0.3762818252105856,0.16498672049075083,0.5523868228516561,3.096560826642469,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.24,0.14705882352941177,0.7299145299145301,-0.029724886687045482,0.9333333333333333,-1.0,0.8229927007299273,-0.5875032215183863,0.8799394581877972,-0.343554174652364,-0.3418030612700386,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.36,0.2647058823529412,-0.2549019607843135,-0.7679983134816065,-0.9333333333333333,1.0,-0.5602189781021897,0.113431357920866,0.16498672049075064,-0.5757839021853413,2.7336663317988967,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.04,-0.7647058823529411,0.9881347410759178,-0.1410351006640667,0.13333333333333333,0.0,-0.541970802919708,1.125892417110897,-0.3996767264647303,-0.4648300550862329,-0.14838113676905426,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.08,0.5294117647058824,-0.8059326294620408,-0.9084009697480765,-0.4,2.0,-0.2645985401459853,0.2853587075946449,-0.22825538197996814,-0.4978868759204303,-0.47271173834055974,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.44,0.7352941176470589,0.9971845148315737,0.3332981975334669,0.6,1.0,0.7062043795620438,-0.0734845299296013,2.064124143618175,-0.23424848118280628,-0.1208539343278879,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.76,0.4117647058823529,0.07712418300653609,0.4315378939601559,0.9333333333333333,-1.0,-0.3266423357664232,-0.5875032215183863,0.6110671831091635,0.3013640807559655,-0.1890141999096365,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.72,0.9411764705882353,-0.15274007038712886,0.7852851270159166,0.5333333333333333,2.0,-0.6587591240875912,0.10296964777998159,0.8263895672309218,0.8768300716303778,0.09331304390849779,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.84,0.35294117647058826,-0.2663650075414779,0.698851059344366,0.0,-1.0,-0.9105839416058393,-0.5875032215183863,0.22197910443771082,0.9748343465309263,0.46368566353258833,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.72,-0.058823529411764705,-0.07229763700351903,0.8034151997470224,0.5333333333333333,-1.0,-0.0273722627737225,-0.5875032215183863,0.038852461207689946,0.7792940313974699,0.10088508548374718,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.8,0.4411764705882353,0.29089994972347943,0.9109307473384632,0.6666666666666666,-1.0,0.6624087591240878,-0.5875032215183863,0.8591282102429593,0.4749575070022889,0.07773224766249667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.04,0.4411764705882353,-0.5438914027149317,0.6060925476968484,0.7333333333333333,1.0,-0.9324817518248175,0.029319208388155726,0.0054968839680387925,1.495522653663584,-0.0649954532112479,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.52,-0.5882352941176471,-0.2866767219708393,0.25234531464108767,0.8666666666666667,1.0,0.7135036496350367,1.4685715448367538,-0.5021988564095867,0.5314342996839153,-0.232064626339567,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,-0.029411764705882353,0.2711915535444949,-0.8438916411932118,-0.13333333333333333,0.0,-0.6040145985401459,-0.1339573171753407,0.3041012759228052,-0.7497192706168467,-0.49649345746807183,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.88,0.5588235294117647,-0.9384615384615381,0.6246442500263518,0.6,-1.0,-0.42883211678832106,-0.5875032215183863,-0.3632159136127565,3.816165680333771,-0.004243026619131896,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.88,0.058823529411764705,-0.30899949723479103,0.15115421102561385,-0.4,0.0,0.4762773722627739,-0.17073130941937142,-0.034640856880513084,0.4517686899480732,0.6581834322223106,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.88,-0.4117647058823529,0.5412770236299649,-0.7507114999472964,-0.8,2.0,0.01642335766423368,1.6154340281478352,-0.014487672111796673,-0.7214339670709656,0.49662697928475785,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8,0.6176470588235294,0.19296128707893437,-0.30462738484241597,-0.9333333333333333,-1.0,-0.44343065693430656,-0.5875032215183863,0.9499573801271093,-0.3388777095812934,7.184794120114597,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.4,-0.4411764705882353,-0.26716943187531395,0.3978075260883313,0.8666666666666667,-1.0,-0.16605839416058385,-0.5875032215183863,-0.384117645244311,0.6585789232568408,-0.18216084735318597,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4,0.35294117647058826,-0.49200603318250347,0.8721408242858648,0.3333333333333333,1.0,0.1660583941605841,0.0686908528502754,0.0050897073778137,1.7031245228785852,0.25476481875192264,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.16,0.5588235294117647,0.941075917546506,0.39949404448192266,-0.13333333333333333,-1.0,-0.052919708029196925,-0.5875032215183863,1.7124963112474312,-0.18360985672190136,0.4222701631480825,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4,0.11764705882352941,0.20382101558572183,0.15452724781279636,-0.13333333333333333,-1.0,0.3083941605839417,-0.5875032215183863,0.41751435143247023,-0.004205986754148376,0.2412590869941369,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.68,0.47058823529411764,-0.6325791855203615,0.1815115421102562,0.6666666666666666,2.0,0.7098540145985403,0.3195885871677049,-0.07024618760352913,1.1201754574630705,-0.2025389470157985,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.04,0.5294117647058824,0.9800904977375566,-0.6701802466533152,0.6,1.0,-0.7499999999999999,-0.005595268776365558,1.7076554340080883,-0.7243569798331668,-0.5224949767979882,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.56,-0.8529411764705882,1.0042232277526397,0.35480130705175494,0.6666666666666666,1.0,0.42518248175182505,4.552683694369464,-0.5419787754061226,-0.22586845315315432,-0.13595428747083943,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.84,-0.29411764705882354,-0.08878833584715906,-0.7304732792242016,-0.5333333333333333,1.0,-0.4543795620437955,0.6461416382946977,-0.18081725277131988,-0.5904112663868287,-0.16219933575863352,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.48,0.5294117647058824,0.6162895927601811,-0.48508485295667764,0.6,0.0,0.9105839416058396,-0.29654924514737596,1.3133234144019184,-0.5748594076866796,-0.44841076770371346,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.64,-0.47058823529411764,0.0011060834590247725,0.6368715083798884,-0.13333333333333333,2.0,0.2281021897810219,1.8473221596916478,-0.30229160218847134,0.5451142156956819,0.5976733230012174,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.2,0.5,1.0299648064353948,0.5512806999051334,0.4666666666666667,1.0,0.6989051094890514,0.005595268776365666,1.7127677623075812,-0.13868691068528663,0.027421874513728548,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6,0.7352941176470589,-0.3590749120160882,-0.4715927058079478,0.8,-1.0,0.7317518248175184,-0.5875032215183863,0.39988237120726833,-0.1956424008588993,-0.472111714374218,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4,-0.20588235294117646,0.9072900955253896,0.5799515125961844,0.4666666666666667,-1.0,0.8047445255474455,-0.5875032215183863,0.4677780394035893,-0.0802855633702563,0.039940556356952435,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6,0.7058823529411765,0.7098039215686277,-0.506166332876568,0.2,1.0,-0.3412408759124087,-0.06477234871623205,1.6690847060976757,-0.6035131700267339,-0.37415780186890496,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.52,-0.7941176470588235,-0.447762694821518,-0.02382207230947627,0.6666666666666666,2.0,0.5748175182481752,5.195207058855446,-0.6826973598299729,0.44304826759525534,-0.28143609835009326,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.0,-0.3235294117647059,-0.5261940673705375,0.9214714872984084,0.5333333333333333,0.0,0.5164233576642339,0.05502014296759493,-0.4215778915450192,1.879600233027375,0.15019140271792822,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.76,-0.9117647058823529,-0.42101558572146774,0.7093917993043112,0.0,0.0,-0.7536496350364963,3.2676369653975015,-0.7554133407913827,1.3035402888763246,0.47043593315393445,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-0.52,-0.2647058823529412,-0.1165409753645045,0.5129124064509328,-0.5333333333333333,0.0,-0.3521897810218978,0.005595268776365666,-0.1695067919317341,0.5711204270549307,1.5440759596713673,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.24,-0.5,-0.2474610356963295,0.16043006219036582,0.3333333333333333,0.0,0.3339416058394163,0.2691945977962554,-0.4217012783905419,0.3841199763859914,-0.08706883487305005,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2,0.8823529411764706,-0.6048265460030162,-0.6668072098661326,-0.8,0.0,-0.9872262773722628,-0.3502638254004855,0.1758941176349621,-0.24915886772174903,0.7652877102143377,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.24,0.35294117647058826,-0.013976872800402072,0.6845156529988404,0.6,0.0,-0.6697080291970803,-0.2594061843340555,0.4645782072096991,0.6026601412574245,0.019720430536647127,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.64,0.9117647058823529,-0.6796380090497733,0.3699799725940761,0.06666666666666667,0.0,0.7463503649635038,-0.3538583617053022,0.0904281626362012,1.581451131371108,0.19320235980524514,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.28,0.5882352941176471,0.5099044746103573,0.9644777063349848,-0.06666666666666667,2.0,0.6368613138686132,0.25361827380871643,1.2746334125408336,0.34151133298169256,0.7294148487980406,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.84,-0.6176470588235294,0.7011563599798895,0.4387055971329188,0.3333333333333333,1.0,-0.9835766423357664,1.6154340281478352,-0.2413837423435891,-0.07265580066558734,0.04658650362960512,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.36,-0.08823529411764706,0.21649069884364028,-0.47496574259513025,0.3333333333333333,1.0,0.46167883211678856,0.3762818252105856,0.20144342044787383,-0.47268767723117816,-0.3922485244541128,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.88,0.3235294117647059,-0.7200603318250375,-0.6866238009908296,-0.26666666666666666,0.0,0.7208029197080292,-0.2522736400474396,-0.2272765130054876,-0.15937603924158536,-0.32126023447253726,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.64,0.058823529411764705,1.0349924585218704,-0.8978602297881313,0.0,-1.0,-0.14051094890510943,-0.5875032215183863,0.9823587657613845,-0.839318911764217,-0.5588451787089376,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.48,0.4117647058823529,0.38843640020110626,0.5306208495836406,-0.6666666666666666,1.0,0.7755474452554745,0.04190742124339121,0.9230384833288953,0.14453306922559503,2.4776961077574473,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.56,0.5,-0.9336349924585213,-0.6921049857700011,-0.26666666666666666,0.0,0.8594890510948907,-0.29095397637101034,-0.37546411447831524,0.2184469623041244,-0.3260467892949464,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.8,0.5882352941176471,-0.4956259426847659,0.8051017181406135,0.8666666666666667,0.0,-0.35583941605839403,-0.30712938974268544,0.14358732858225443,1.6248243475307844,-0.04243026619131911,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.72,0.11764705882352941,-0.09944695827048738,0.4003373036787182,-0.6,0.0,-0.24270072992700725,-0.1921042279885517,0.17562677946966293,0.44752908239474964,1.738676589612463,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.24,-0.47058823529411764,0.722875816993464,0.8616000843259196,-0.06666666666666667,1.0,0.8777372262773725,1.0357136992883031,-0.021829189420400505,0.1526971442953728,0.6588263150433913,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.4,0.6764705882352942,-0.9597787833081947,0.05207125540212909,0.4666666666666667,1.0,-0.5200729927007298,-0.05575974746102251,-0.353739803876609,2.426877294701419,-0.19055046816828772,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.72,0.17647058823529413,-0.7190548014077423,0.20596605881732885,-0.26666666666666666,1.0,-0.4470802919708028,0.16471925397739667,-0.2922191226989639,1.4418208215325294,0.458211808530551,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.08,0.7647058823529411,0.19899446958270506,0.7313165384209972,-0.8,0.0,0.7463503649635038,-0.33470714368783633,1.1166324439540962,0.42575668878126177,5.242066523091153,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.48,1.0294117647058822,0.5495223730517851,0.3193844207863392,-0.7333333333333333,1.0,0.25729927007299286,-0.14691577158514202,1.9060244655550205,-0.0753177971336234,2.766067625981358,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.56,0.5,0.3870286576168932,-0.5344155159692211,-0.9333333333333333,2.0,0.02737226277372263,0.30214451392374164,1.02902367073809,-0.5584128455948847,4.977455953934381,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.04,0.7647058823529411,-0.6050276520864752,-0.1334457678929061,-0.5333333333333333,2.0,-0.8193430656934305,0.1708850119732637,0.11358787354082212,0.5645774797322964,0.6570905314264737,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.44,-0.7941176470588235,-0.023629964806435047,0.9092442289448719,-0.9333333333333333,2.0,-0.636861313868613,5.195207058855446,-0.613304597907976,0.8078742550377864,18.84520986402806,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.28,0.5294117647058824,0.39084967320261466,0.9353852640455359,-0.7333333333333333,0.0,-0.6587591240875912,-0.29654924514737596,1.0689639926338057,0.40993281448037094,4.245389213499383,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.92,0.4411764705882353,0.5802916038210159,-0.9079793401496786,0.0,1.0,-0.7718978102189781,0.029319208388155726,1.1550509947550311,-0.8196045426785622,-0.56532543754543,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.44,-0.20588235294117646,-0.2510809451985919,-0.547907663117951,0.7333333333333333,1.0,0.3996350364963505,0.5139654033147244,-0.1955496421267367,-0.3481820483393722,-0.4913528675256621,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.48,-0.20588235294117646,0.25248868778280553,0.88268156424581,0.0,-1.0,0.0018248175182483308,-0.5875032215183863,0.092813641649641,0.48859162949001134,0.5814103657288663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
